year,university,school,degree,Key,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2019,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,723,92.6,87.1,3769.0,3700.0,3884.0,3700.0,3500.0,4000.0
2019,Nanyang Technological University,College of Engineering,Environmental Engineering,724,83.9,77.4,3574.0,3500.0,3596.0,3510.0,3400.0,3800.0
2019,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,725,,,,,,,,
2019,Nanyang Technological University,College of Engineering,Information Engineering and Media,726,90.7,85.3,3934.0,3970.0,4006.0,4000.0,3600.0,4350.0
2019,Nanyang Technological University,College of Engineering,Maritime Studies,727,98.3,93.2,3512.0,3400.0,3669.0,3500.0,3300.0,3700.0
2019,Nanyang Technological University,College of Engineering,Materials Engineering,728,82.0,76.0,3601.0,3500.0,3817.0,3600.0,3300.0,4175.0
2019,Nanyang Technological University,College of Engineering,Materials Engineering and Economics **,729,,,,,,,,
2019,Nanyang Technological University,College of Engineering,Mechanical Engineering,730,84.5,82.1,3608.0,3500.0,3728.0,3600.0,3380.0,4005.0
2019,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,731,,,,,,,,
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",732,83.6,50.9,3031.0,3000.0,3068.0,3000.0,2800.0,3500.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,733,90.1,79.0,3158.0,3150.0,3260.0,3210.0,2980.0,3500.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,734,90.4,69.4,3220.0,3200.0,3264.0,3200.0,2800.0,3500.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,735,88.2,79.8,3385.0,3300.0,3453.0,3400.0,3050.0,3600.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,736,83.8,64.9,2987.0,3000.0,2997.0,3000.0,2565.0,3500.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,737,73.0,56.8,3449.0,3500.0,3498.0,3500.0,3200.0,3800.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,738,81.7,65.0,3265.0,3160.0,3365.0,3200.0,3000.0,3740.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy ^,739,82.6,69.6,3288.0,3300.0,3369.0,3500.0,3300.0,3584.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,740,89.2,73.1,3463.0,3350.0,3506.0,3400.0,3100.0,3800.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy And Global Affairs,741,90.2,87.8,3756.0,3691.0,3868.0,3850.0,3500.0,4345.0
2019,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,742,86.9,70.5,3305.0,3200.0,3441.0,3300.0,3040.0,3600.0
2019,Nanyang Technological University,College of Sciences,Biological Sciences,743,81.6,66.3,3315.0,3300.0,3450.0,3300.0,3100.0,3600.0
2019,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine # ^,744,95.2,85.7,2964.0,3000.0,2979.0,3000.0,2780.0,3200.0
2019,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,745,80.9,66.2,3246.0,3200.0,3338.0,3400.0,3000.0,3600.0
2019,Nanyang Technological University,College of Sciences,Environmental Earth Systems Sciences ^,746,87.5,79.2,3401.0,3500.0,3416.0,3500.0,3200.0,3500.0
2019,Nanyang Technological University,College of Sciences,Mathematical Sciences,747,91.2,79.6,3741.0,3549.0,3848.0,3599.0,3215.0,4070.0
2019,Nanyang Technological University,College of Sciences,Mathematics & Economics,748,93.5,84.8,3838.0,3570.0,3996.0,3700.0,3400.0,4167.0
2019,Nanyang Technological University,College of Sciences,Physics & Applied Physics,749,90.0,78.6,3782.0,3500.0,3849.0,3500.0,3300.0,4200.0
2019,Nanyang Technological University,Sports Science and Management,Sports Science and Management,750,87.0,55.6,3289.0,3200.0,3438.0,3350.0,3000.0,3660.0
2019,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),751,100.0,100.0,3629.0,3800.0,3710.0,3800.0,3600.0,3806.0
2019,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),752,100.0,100.0,3719.0,3800.0,3758.0,3800.0,3660.0,3840.0
2019,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,753,100.0,100.0,4932.0,4700.0,5661.0,5700.0,5200.0,6092.0
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,754,84.9,64.5,3225.0,3000.0,3456.0,3200.0,2800.0,3700.0
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),755,92.7,68.2,3421.0,3500.0,3537.0,3500.0,3250.0,3800.0
2019,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,756,88.0,75.9,3590.0,3500.0,3674.0,3500.0,3212.0,3850.0
2019,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,757,100.0,97.3,4057.0,4200.0,4068.0,4200.0,4000.0,4500.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),758,80.4,68.6,3480.0,3500.0,3535.0,3500.0,3200.0,3800.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),759,92.4,86.7,3802.0,3700.0,3959.0,3950.0,3500.0,4300.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),760,95.0,93.0,3685.0,3500.0,3746.0,3600.0,3400.0,4025.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),761,89.6,85.2,3957.0,3800.0,4101.0,4000.0,3600.0,4600.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,762,84.6,84.6,4115.0,3500.0,4285.0,3750.0,3400.0,5200.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),763,89.5,80.7,3473.0,3400.0,3569.0,3400.0,3200.0,3900.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),764,97.6,96.5,4303.0,3850.0,4451.0,4000.0,3500.0,4600.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),765,78.6,76.2,3796.0,3700.0,4086.0,4000.0,3700.0,4600.0
2019,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),766,88.6,86.7,3745.0,3500.0,3847.0,3700.0,3400.0,4300.0
2019,National University of Singapore,Faculty of Law,Bachelor of Laws #,767,95.7,93.0,5068.0,5000.0,5160.0,5400.0,4500.0,5800.0
2019,National University of Singapore,Faculty of Science,Bachelor of Science,768,84.0,59.3,3181.0,3000.0,3320.0,3100.0,2900.0,3600.0
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Hons) ^,769,88.5,72.3,3510.0,3355.0,3605.0,3500.0,3100.0,3800.0
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,770,,,,,,,,
2019,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,771,100.0,95.5,3648.0,3600.0,3840.0,3750.0,3500.0,4000.0
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration,772,100.0,82.6,4799.0,4000.0,4925.0,4000.0,3400.0,5500.0
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),773,95.5,91.0,4451.0,4000.0,4593.0,4150.0,3500.0,5000.0
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,774,93.8,93.8,3897.0,3000.0,4005.0,3000.0,3000.0,3800.0
2019,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),775,97.8,97.8,4008.0,3500.0,4093.0,3600.0,3000.0,4500.0
2019,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),776,92.8,90.6,5477.0,5000.0,5571.0,5000.0,4205.0,5585.0
2019,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,777,,,,,,,,
2019,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,778,,,,,,,,
2019,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),779,95.9,95.9,4210.0,4000.0,4330.0,4228.0,4000.0,4685.0
2019,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),780,100.0,100.0,4811.0,5000.0,4881.0,5000.0,4050.0,5200.0
2019,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,781,100.0,96.0,4156.0,4010.0,4199.0,4100.0,3800.0,4500.0
2019,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,782,86.2,48.3,3142.0,3200.0,3245.0,3300.0,3000.0,3500.0
2019,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),783,88.3,80.6,3189.0,3100.0,3243.0,3155.0,3000.0,3480.0
2019,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),784,95.3,89.6,3431.0,3400.0,3494.0,3400.0,3100.0,3650.0
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,785,99.5,99.5,4607.0,4600.0,5218.0,5237.0,4950.0,5657.0
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),786,93.5,89.1,3123.0,3250.0,3314.0,3358.0,3200.0,3450.0
2019,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),787,98.8,97.5,3389.0,3450.0,3612.0,3650.0,3515.0,3750.0
2019,National University of Singapore,YST Conservatory of Music,Bachelor of Music,788,82.6,39.1,3531.0,3500.0,3575.0,3500.0,2875.0,3900.0
2019,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,789,96.0,77.0,4066.0,3600.0,4197.0,3684.0,3400.0,4567.0
2019,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,790,94.7,89.5,6962.0,5000.0,7139.0,5000.0,4150.0,9967.0
2019,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),791,92.9,91.7,4653.0,4000.0,4732.0,4000.0,3750.0,4900.0
2019,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,792,88.4,67.4,3329.0,3300.0,3332.0,3325.0,3000.0,3600.0
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,793,83.3,79.2,3122.0,3120.0,3167.0,3220.0,3000.0,3500.0
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,794,81.3,50.0,3036.0,3150.0,3051.0,3150.0,2750.0,3275.0
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,795,91.3,87.0,3760.0,3800.0,3791.0,3800.0,3550.0,4000.0
2019,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,796,100.0,94.9,4447.0,4400.0,4474.0,4400.0,4000.0,5200.0
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,797,93.7,89.2,3181.0,3100.0,3239.0,3100.0,3000.0,3250.0
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),798,97.5,95.0,4171.0,4000.0,4319.0,4100.0,3900.0,5000.0
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),799,100.0,97.4,4090.0,4034.0,4188.0,4190.0,3600.0,4550.0
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,800,92.2,90.6,3237.0,3162.0,3748.0,3660.0,3500.0,4044.0
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),801,92.5,92.5,3433.0,3360.0,3484.0,3500.0,3200.0,3700.0
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),802,93.8,90.6,3856.0,3800.0,3976.0,3842.0,3700.0,4210.0
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),803,100.0,97.0,3777.0,3750.0,3811.0,3750.0,3500.0,4000.0
2019,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,804,89.1,74.6,2972.0,2800.0,3102.0,3000.0,2800.0,3270.0
2019,Singapore Institute of Technology,SIT-DigiPen Institute of Technology,Bachelor of Engineering in Systems Engineering (ElectroMechanical Systems) ^,805,95.2,90.5,3931.0,3921.0,4024.0,3975.0,3500.0,4470.0
2019,Singapore Institute of Technology,SIT-Massey University,Bachelor of Food Technology with Honours,806,93.0,88.4,2962.0,2975.0,2978.0,2975.0,2750.0,3250.0
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,807,82.2,73.3,3217.0,3200.0,3463.0,3500.0,3200.0,3600.0
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering ^,808,91.3,82.6,3489.0,3400.0,3542.0,3500.0,3250.0,3600.0
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,809,100.0,100.0,3318.0,3300.0,3393.0,3300.0,3200.0,3521.0
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering ^,810,80.0,66.7,3227.0,3100.0,3269.0,3100.0,3050.0,3500.0
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Naval Architecture **,811,,,,,,,,
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering **,812,,,,,,,,
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,813,,,,,,,,
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),814,100.0,100.0,3429.0,3400.0,3466.0,3425.0,3308.0,3650.0
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),815,98.3,98.3,3479.0,3400.0,3498.0,3400.0,3400.0,3620.0
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,816,,,,,,,,
2019,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,817,100.0,95.8,3522.0,3500.0,3772.0,3800.0,3450.0,4085.0
2019,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,818,81.8,77.3,3213.0,3100.0,3471.0,3300.0,3110.0,3600.0
2019,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology **,819,,,,,,,,
2019,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management ^,820,81.0,61.9,2532.0,2350.0,2852.0,2625.0,2200.0,3350.0
2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,821,78.7,55.3,2724.0,2800.0,2832.0,2800.0,2450.0,3000.0
2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,822,87.1,80.6,2692.0,2700.0,2760.0,2700.0,2400.0,3000.0
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,823,77.1,64.6,3500.0,3500.0,3597.0,3500.0,3200.0,4000.0
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,824,82.4,67.6,3863.0,3550.0,3993.0,3700.0,3400.0,4600.0
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,825,97.0,93.9,3569.0,3500.0,3722.0,3500.0,3300.0,3800.0
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,826,93.2,83.1,3764.0,3600.0,3793.0,3600.0,3300.0,4000.0
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,827,92.3,89.2,4294.0,4000.0,4366.0,4200.0,3700.0,5100.0
2019,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,828,80.2,70.4,3647.0,3526.0,3823.0,3695.0,3400.0,4050.0
2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,829,96.4,93.7,3753.0,3000.0,3802.0,3050.0,3000.0,4000.0
2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),830,97.9,97.9,4364.0,3500.0,4431.0,3600.0,3000.0,5000.0
2019,Singapore Management University,School of Business (4-year programme) *,Business Management,831,91.0,84.8,4056.0,3600.0,4181.0,3750.0,3300.0,4600.0
2019,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),832,93.0,90.4,4504.0,4000.0,4614.0,4167.0,3600.0,5120.0
2019,Singapore Management University,School of Economics (4-year programme) *,Economics,833,87.1,81.3,4042.0,3800.0,4159.0,3900.0,3500.0,4500.0
2019,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),834,94.2,89.9,4401.0,4000.0,4520.0,4038.0,3600.0,4600.0
2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,835,95.1,90.2,4413.0,4166.0,4549.0,4300.0,4000.0,5000.0
2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),836,98.0,96.0,5029.0,5000.0,5212.0,5000.0,4300.0,5550.0
2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,837,92.2,82.8,3523.0,3400.0,3629.0,3500.0,3065.0,4000.0
2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),838,92.7,90.2,3599.0,3500.0,3742.0,3500.0,3100.0,4070.0
2019,Singapore Management University,School of Law (4-year programme) *,Law #,839,99.1,98.2,4942.0,4600.0,5064.0,4900.0,4200.0,5800.0
2019,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,840,98.6,97.1,5136.0,5000.0,5324.0,5550.0,4500.0,6000.0
2019,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,841,87.1,74.2,2942.0,3000.0,2975.0,3000.0,2800.0,3300.0
2019,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,842,91.1,83.3,2880.0,3000.0,2900.0,3000.0,2750.0,3000.0
2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,843,88.6,88.6,3708.0,3400.0,3722.0,3450.0,3085.0,3750.0
2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,844,88.3,70.0,2993.0,3000.0,3169.0,3000.0,2800.0,3400.0
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),845,84.2,80.2,3991.0,3900.0,4042.0,4000.0,3660.0,4500.0
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),846,88.8,85.7,4599.0,4400.0,4636.0,4400.0,3800.0,5000.0
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),847,89.9,87.3,3944.0,3800.0,4082.0,4000.0,3500.0,4400.0
2019,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),848,100.0,91.8,3923.0,3897.0,3985.0,3900.0,3600.0,4100.0
2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,849,96.0,88.7,3213.0,3000.0,3228.0,3000.0,3000.0,3100.0
2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,850,97.6,91.3,4615.0,4327.0,4704.0,4405.0,3500.0,5000.0
2020,Nanyang Technological University,College of Business (Nanyang Business School),Business,851,95.2,66.8,3973.0,3750.0,4113.0,3800.0,3300.0,4429.0
2020,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,852,97.4,97.4,5216.0,5200.0,5537.0,5400.0,5000.0,5750.0
2020,Nanyang Technological University,College of Engineering,Aerospace Engineering,853,91.2,75.8,4110.0,3980.0,4284.0,4000.0,3800.0,4945.0
2020,Nanyang Technological University,College of Engineering,Bioengineering,854,89.1,43.6,3428.0,3400.0,3473.0,3450.0,3200.0,3800.0
2020,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,855,95.0,83.0,3732.0,3600.0,3948.0,3900.0,3500.0,4300.0
2020,Nanyang Technological University,College of Engineering,Civil Engineering,856,95.7,87.0,3458.0,3400.0,3495.0,3500.0,3200.0,3800.0
2020,Nanyang Technological University,College of Engineering,Computer Engineering,857,97.2,94.4,4069.0,4100.0,4136.0,4100.0,3627.0,4845.0
2020,Nanyang Technological University,College of Engineering,Computer Science,858,92.2,86.1,4508.0,4250.0,4558.0,4300.0,3880.0,5000.0
2020,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,859,100.0,94.1,4459.0,4450.0,4516.0,4450.0,3825.0,5050.0
2020,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,860,94.5,75.1,3925.0,3800.0,4004.0,3880.0,3500.0,4370.0
2020,Nanyang Technological University,College of Engineering,Environmental Engineering,861,90.2,58.5,3364.0,3375.0,3444.0,3450.0,3200.0,3800.0
2020,Nanyang Technological University,College of Engineering,Information Engineering and Media,862,96.0,70.0,4085.0,4000.0,4208.0,4000.0,3500.0,4500.0
2020,Nanyang Technological University,College of Engineering,Maritime Studies,863,90.8,78.5,3608.0,3500.0,3646.0,3500.0,3300.0,3875.0
2020,Nanyang Technological University,College of Engineering,Materials Engineering,864,91.5,69.0,3613.0,3600.0,3755.0,3700.0,3500.0,4000.0
2020,Nanyang Technological University,College of Engineering,Mechanical Engineering,865,91.7,67.5,3861.0,3700.0,3977.0,3850.0,3500.0,4432.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",866,90.4,35.7,2858.0,2800.0,2925.0,2800.0,2500.0,3300.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,867,83.8,63.5,3251.0,3350.0,3310.0,3500.0,3000.0,3500.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,868,94.9,66.7,3378.0,3300.0,3440.0,3340.0,3000.0,3800.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,869,91.8,63.5,3756.0,3700.0,3926.0,3797.0,3400.0,4050.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,870,90.9,43.2,3507.0,3450.0,3561.0,3450.0,3128.0,3900.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,871,87.2,44.7,3558.0,3575.0,3644.0,3650.0,3250.0,4025.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,872,95.8,50.0,3608.0,3300.0,3797.0,3854.0,3200.0,4500.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,873,96.6,63.8,3371.0,3300.0,3472.0,3350.0,3000.0,3900.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,874,96.3,70.4,3417.0,3300.0,3580.0,3650.0,3300.0,3850.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,875,83.8,53.5,3315.0,3200.0,3433.0,3300.0,3100.0,3650.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,876,92.5,67.5,3989.0,3710.0,4043.0,3800.0,3500.0,4583.0
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,877,95.4,66.2,3529.0,3500.0,3598.0,3600.0,3300.0,3800.0
2020,Nanyang Technological University,College of Science,Biological Sciences,878,88.9,56.7,3319.0,3300.0,3401.0,3325.0,3200.0,3650.0
2020,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,879,94.7,84.2,2950.0,3000.0,2969.0,3000.0,2800.0,3150.0
2020,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,880,91.9,45.6,3230.0,3200.0,3345.0,3245.0,3000.0,3635.0
2020,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,881,95.5,63.6,3637.0,3550.0,3657.0,3550.0,3400.0,3764.0
2020,Nanyang Technological University,College of Science,Mathematical Sciences,882,92.4,68.9,3746.0,3600.0,3823.0,3656.0,3300.0,4250.0
2020,Nanyang Technological University,College of Science,Mathematics and Economics,883,87.1,55.7,3849.0,3832.0,3949.0,3832.0,3500.0,4300.0
2020,Nanyang Technological University,College of Science,Physics and Applied Physics,884,92.6,48.5,3643.0,3600.0,3719.0,3700.0,3500.0,3850.0
2020,Nanyang Technological University,Sports Science and Management,Sports Science and Management,885,91.5,52.5,3494.0,3240.0,3661.0,3300.0,3000.0,4200.0
2020,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),886,100.0,98.4,3582.0,3798.0,3682.0,3799.0,3600.0,3806.0
2020,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),887,100.0,100.0,3660.0,3799.0,3744.0,3800.0,3700.0,4000.0
2020,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,888,100.0,100.0,4775.0,4700.0,5387.0,5250.0,5000.0,5900.0
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,889,90.4,39.8,3639.0,3100.0,3868.0,3300.0,2700.0,3600.0
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),890,93.1,54.2,3529.0,3500.0,3586.0,3500.0,3300.0,3854.0
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,891,93.5,65.3,3597.0,3500.0,3666.0,3500.0,3345.0,3875.0
2020,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,892,100.0,100.0,4202.0,4200.0,4280.0,4200.0,4200.0,4600.0
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),893,95.8,53.1,3500.0,3500.0,3577.0,3500.0,3300.0,3740.0
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),894,97.0,78.2,3955.0,4000.0,4155.0,4000.0,3700.0,4500.0
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),895,95.5,86.5,3661.0,3500.0,3739.0,3590.0,3500.0,4050.0
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),896,91.0,75.4,4256.0,4000.0,4370.0,4200.0,3800.0,5000.0
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,897,91.3,73.9,4499.0,4000.0,4584.0,4000.0,3765.0,5000.0
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),898,100.0,63.2,3473.0,3500.0,3572.0,3500.0,3250.0,3875.0
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),899,97.2,93.0,4236.0,4010.0,4337.0,4380.0,3700.0,4800.0
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),900,90.3,66.1,3795.0,3700.0,3922.0,3900.0,3600.0,4200.0
